TransactionID,CustomerID,Product,Category,PurchaseDate,Price,Quantity,PaymentMethod,CustomerRegion,Returned,DeliveryDays,SatisfactionRating
2044,59930790,Smartwatch,Wearables,2022-03-27,273.8,4,Cash,West,0,5,1
2045,69584522,Laptop,Computers,2022-03-27,1727.27,4,PayPal,East,0,11,1
2046,20319387,Headphones,Accessories,2022-03-27,1459.49,1,Credit Card,South,0,13,4
2047,87030477,Laptop,Computers,2022-03-27,181.95,4,Cash,West,0,10,5
2048,28481124,Monitor,Accessories,2022-03-27,1430.28,3,PayPal,East,0,9,3
2049,81062902,Laptop,Computers,2022-03-27,1109.9,1,PayPal,South,0,3,3
2050,59251188,Laptop,Computers,2022-03-27,209.36,1,Credit Card,South,0,7,2
2051,63423225,Smartphone,Phones,2022-03-27,943.69,2,Credit Card,East,0,10,5
2052,52196099,Smartphone,Phones,2022-03-27,995.16,4,Wire Transfer,East,0,10,2
2053,97182566,Headphones,Accessories,2022-03-27,373.26,1,Cash,West,0,11,3
2054,47405107,Headphones,Accessories,2022-03-27,1894.11,3,Wire Transfer,East,0,5,4
2055,43502308,Tablet,Tablets,2022-03-27,1707.45,1,Credit Card,South,0,14,1
2056,25226815,Headphones,Accessories,2022-03-27,1354.59,1,Wire Transfer,South,0,7,3
2057,13478029,Monitor,Accessories,2022-03-27,951.48,2,Credit Card,East,0,2,5
2058,34970946,Smartwatch,Wearables,2022-03-27,852.94,3,Credit Card,South,0,4,3
2059,76980546,Laptop,Computers,2022-03-27,1319.4,3,PayPal,East,0,2,5
2060,79490594,Smartphone,Phones,2022-03-27,1113.59,4,Credit Card,East,0,14,5
2061,61940566,Laptop,Computers,2022-03-27,171.43,3,Credit Card,North,0,13,5
2062,85386435,Smartwatch,Wearables,2022-03-27,1049.38,1,Wire Transfer,South,0,13,2
2063,25805613,Monitor,Accessories,2022-03-27,1622.49,3,PayPal,East,0,12,4
2064,45135070,Monitor,Accessories,2022-03-27,945.52,3,Wire Transfer,West,0,7,3
2065,44935501,Smartwatch,Wearables,2022-03-28,151.32,1,PayPal,South,0,2,4
2066,69897763,Headphones,Accessories,2022-03-28,1583.24,2,Cash,East,0,13,1
2067,38799154,Smartwatch,Wearables,2022-03-28,442.66,4,PayPal,South,0,14,3
2068,92124765,Smartphone,Phones,2022-03-28,554.31,4,Cash,North,1,11,4
2069,48329479,Tablet,Tablets,2022-03-28,371.18,2,Credit Card,North,0,1,4
2070,75927774,Tablet,Tablets,2022-03-28,693.92,1,Wire Transfer,North,0,9,1
2071,36867482,Smartphone,Phones,2022-03-28,1525.67,4,Credit Card,West,0,1,5
2072,26460116,Headphones,Accessories,2022-03-28,1062.8,2,PayPal,North,0,8,3
2073,28217159,Tablet,Tablets,2022-03-28,449.52,2,PayPal,West,0,2,3
2074,19939096,Laptop,Computers,2022-03-28,1761.77,2,Credit Card,West,0,12,1
2075,70672142,Headphones,Accessories,2022-03-28,1765.18,4,Credit Card,South,0,8,5
2076,33173544,Headphones,Accessories,2022-03-28,1747.63,4,Credit Card,East,0,13,3
2077,69741812,Tablet,Tablets,2022-03-28,515.65,4,Credit Card,East,0,3,3
2078,21783073,Monitor,Accessories,2022-03-28,929.92,4,Credit Card,South,0,6,3
2079,52894344,Smartphone,Phones,2022-03-28,1970.73,3,Credit Card,West,0,3,5
2080,99635939,Smartwatch,Wearables,2022-03-28,1555.42,2,Cash,East,0,14,1
2081,56630633,Monitor,Accessories,2022-03-28,102.98,3,Cash,East,0,7,3
2082,18715975,Headphones,Accessories,2022-03-28,177.15,2,Credit Card,East,0,10,4
2083,83819367,Laptop,Computers,2022-03-28,954.67,4,Cash,East,0,9,5
2084,82769008,Tablet,Tablets,2022-03-28,1822.98,4,Wire Transfer,North,0,2,2
2085,48971765,Smartphone,Phones,2022-03-28,1100.47,3,Cash,South,0,12,1
2086,50259503,Headphones,Accessories,2022-03-28,1020.73,1,Wire Transfer,West,0,12,4
2087,31139996,Tablet,Tablets,2022-03-28,255.67,4,Credit Card,South,0,14,3
2088,95590648,Tablet,Tablets,2022-03-28,1330.72,1,Credit Card,West,0,5,2
2089,33366099,Tablet,Tablets,2022-03-29,1653.1,2,Credit Card,East,0,13,1
2090,58518659,Tablet,Tablets,2022-03-29,791.82,3,Cash,West,1,6,5
2091,78284040,Headphones,Accessories,2022-03-29,1562.44,1,Cash,East,0,4,2
2092,40097200,Headphones,Accessories,2022-03-29,1930.73,1,Wire Transfer,North,0,4,2
2093,26288992,Smartwatch,Wearables,2022-03-29,447.34,4,Credit Card,South,1,4,4
2094,36975128,Smartphone,Phones,2022-03-29,1070.49,1,Wire Transfer,North,0,2,1
2095,28639738,Monitor,Accessories,2022-03-29,609.92,1,PayPal,North,0,4,4
2096,41774192,Headphones,Accessories,2022-03-29,1596.07,2,PayPal,East,0,11,4
2097,76306502,Smartwatch,Wearables,2022-03-29,1176.31,3,Cash,West,0,1,3
2098,13527782,Monitor,Accessories,2022-03-29,1287.44,4,Cash,West,0,12,5
2099,58438711,Laptop,Computers,2022-03-29,1605.93,4,Wire Transfer,South,0,6,2
2100,84359498,Laptop,Computers,2022-03-29,822.14,1,Cash,South,0,1,1
2101,86809773,Monitor,Accessories,2022-03-29,1834.43,2,PayPal,South,0,10,5
2102,59514418,Tablet,Tablets,2022-03-29,1089.41,1,PayPal,North,0,6,5
2103,72734149,Tablet,Tablets,2022-03-29,358.01,1,Credit Card,East,0,1,1
2104,84040798,Smartwatch,Wearables,2022-03-29,1407.0,4,Cash,North,0,6,5
2105,27417599,Smartphone,Phones,2022-03-29,1596.86,1,Wire Transfer,South,0,10,3
2106,92134318,Tablet,Tablets,2022-03-29,667.69,1,Cash,South,0,8,5
2107,21571646,Laptop,Computers,2022-03-29,1721.5,2,Cash,South,0,11,3
2108,18824561,Tablet,Tablets,2022-03-29,1816.98,4,PayPal,West,0,2,2
2109,51512297,Headphones,Accessories,2022-03-29,589.96,3,Credit Card,East,0,2,2
2110,63440127,Monitor,Accessories,2022-03-29,1967.87,2,Wire Transfer,South,0,14,4
2111,74245343,Smartwatch,Wearables,2022-03-29,324.39,2,PayPal,East,0,13,3
2112,80557676,Laptop,Computers,2022-03-29,443.93,2,Cash,North,0,12,2
2113,65135987,Tablet,Tablets,2022-03-30,409.24,4,Credit Card,East,0,4,5
2114,64953237,Laptop,Computers,2022-03-30,1793.28,1,Credit Card,North,0,11,1
2115,87161840,Laptop,Computers,2022-03-30,1325.87,3,Credit Card,South,0,3,1
2116,19898653,Laptop,Computers,2022-03-30,346.6,4,PayPal,South,0,4,3
2117,26821075,Tablet,Tablets,2022-03-30,908.63,1,Wire Transfer,North,0,13,4
2118,52550733,Smartphone,Phones,2022-03-30,1249.83,2,Cash,South,0,12,5
2119,96213226,Tablet,Tablets,2022-03-30,212.75,4,Cash,East,0,7,3
2120,19954260,Smartwatch,Wearables,2022-03-30,1770.71,1,Cash,East,0,13,1
2121,70394554,Tablet,Tablets,2022-03-30,1617.03,3,PayPal,South,0,11,3
2122,72523073,Laptop,Computers,2022-03-30,1035.15,3,Cash,North,0,1,5
2123,79438885,Smartwatch,Wearables,2022-03-30,1935.9,1,PayPal,East,0,6,2
2124,56239991,Tablet,Tablets,2022-03-30,864.63,4,PayPal,East,0,3,5
2125,27224779,Smartphone,Phones,2022-03-30,1969.02,2,Cash,North,0,11,2
2126,83994695,Tablet,Tablets,2022-03-30,1352.44,1,Credit Card,East,0,10,2
2127,95871687,Tablet,Tablets,2022-03-30,1287.61,2,Cash,North,0,7,2
2128,88891300,Tablet,Tablets,2022-03-30,373.61,3,Wire Transfer,South,0,10,3
2129,34422678,Tablet,Tablets,2022-03-30,1769.76,1,Credit Card,South,0,2,1
2130,27318510,Tablet,Tablets,2022-03-30,883.6,3,PayPal,West,0,14,3
2131,68065043,Laptop,Computers,2022-03-30,366.36,2,Credit Card,South,0,2,1
2132,77493234,Tablet,Tablets,2022-03-30,74.58,2,Wire Transfer,North,0,13,5
2133,17437386,Monitor,Accessories,2022-03-30,1141.52,1,Cash,South,0,4,4
2134,26664623,Smartphone,Phones,2022-03-30,1078.43,1,Wire Transfer,East,0,1,5
2135,79538491,Smartphone,Phones,2022-03-30,1452.74,1,Credit Card,South,1,3,3
2136,30537388,Smartphone,Phones,2022-03-30,1786.0,3,PayPal,West,1,13,3
2137,50818905,Smartphone,Phones,2022-03-31,204.84,2,Credit Card,South,0,9,1
2138,32099899,Smartwatch,Wearables,2022-03-31,1476.42,2,PayPal,North,0,7,3
2139,31738837,Smartwatch,Wearables,2022-03-31,415.45,3,PayPal,East,0,7,2
2140,53306792,Laptop,Computers,2022-03-31,1723.45,1,Cash,South,0,13,3
2141,40262109,Laptop,Computers,2022-03-31,1647.17,4,Cash,East,0,13,1
2142,56442431,Smartphone,Phones,2022-03-31,1104.55,1,Cash,South,1,11,1
2143,79645282,Laptop,Computers,2022-03-31,1434.97,4,Cash,South,0,4,2
2144,48124318,Laptop,Computers,2022-03-31,662.98,4,Cash,East,0,2,1
2145,20584397,Monitor,Accessories,2022-03-31,968.78,3,Cash,North,0,14,4
2146,43635675,Smartwatch,Wearables,2022-03-31,1652.19,2,PayPal,East,0,4,5
2147,36347197,Smartphone,Phones,2022-03-31,945.57,2,Credit Card,South,0,6,3
2148,95235919,Smartwatch,Wearables,2022-03-31,747.71,2,Cash,West,0,11,4
2149,83932683,Smartphone,Phones,2022-03-31,1013.71,2,Cash,South,0,11,3
2150,46836194,Monitor,Accessories,2022-03-31,1665.09,3,Cash,South,0,3,4
2151,26800072,Headphones,Accessories,2022-03-31,703.66,4,PayPal,West,0,1,3
2152,93889081,Tablet,Tablets,2022-03-31,388.84,2,Wire Transfer,East,0,14,2
2153,50644430,Tablet,Tablets,2022-03-31,1438.43,4,Wire Transfer,North,1,12,1
2154,92467167,Smartphone,Phones,2022-03-31,1660.66,3,Cash,South,0,8,1
2155,81602209,Headphones,Accessories,2022-03-31,246.24,1,Cash,East,0,12,2
2156,22539748,Headphones,Accessories,2022-03-31,517.75,3,PayPal,North,0,13,4
2157,77454225,Tablet,Tablets,2022-03-31,326.85,2,PayPal,North,0,5,5
2158,96031876,Smartphone,Phones,2022-03-31,728.49,1,Credit Card,East,0,5,4
2159,32633927,Smartphone,Phones,2022-03-31,928.18,3,Credit Card,North,0,11,1
2160,89431184,Smartwatch,Wearables,2022-03-31,1510.21,3,Credit Card,East,0,4,5
2161,87933054,Headphones,Accessories,2022-04-01,1319.74,4,Credit Card,East,0,6,3
2162,30695604,Smartphone,Phones,2022-04-01,1260.81,3,Credit Card,West,0,3,5
2163,32978158,Laptop,Computers,2022-04-01,737.13,1,PayPal,West,0,9,4
2164,98413629,Smartphone,Phones,2022-04-01,1690.82,3,Cash,South,0,5,2
2165,93816177,Monitor,Accessories,2022-04-01,969.01,2,Cash,South,0,3,3
2166,91220369,Smartwatch,Wearables,2022-04-01,1959.25,4,PayPal,East,1,11,4
2167,55314533,Headphones,Accessories,2022-04-01,1286.58,1,Wire Transfer,West,0,1,3
2168,85647532,Monitor,Accessories,2022-04-01,296.22,1,Cash,South,1,10,5
2169,15529005,Headphones,Accessories,2022-04-01,1368.55,3,Cash,South,0,12,1
2170,13808225,Smartphone,Phones,2022-04-01,683.95,2,Credit Card,West,0,6,4
2171,20901547,Headphones,Accessories,2022-04-01,1388.34,4,PayPal,North,0,2,2
2172,16101779,Laptop,Computers,2022-04-01,185.8,1,PayPal,East,0,13,5
2173,96094462,Smartphone,Phones,2022-04-01,391.02,4,Credit Card,North,0,3,4
2174,87412924,Tablet,Tablets,2022-04-01,1718.69,3,Credit Card,West,0,1,2
2175,45521514,Monitor,Accessories,2022-04-01,493.0,2,Wire Transfer,North,0,9,4
2176,97393186,Smartwatch,Wearables,2022-04-01,1682.23,3,Cash,West,0,8,5
2177,38294221,Tablet,Tablets,2022-04-01,594.59,4,Cash,South,0,12,4
2178,86790955,Laptop,Computers,2022-04-01,1303.62,3,Wire Transfer,East,0,2,3
2179,65913331,Monitor,Accessories,2022-04-01,1403.59,4,Cash,East,0,12,5
2180,92961108,Monitor,Accessories,2022-04-01,1049.68,1,Credit Card,North,0,11,4
2181,95763946,Smartphone,Phones,2022-04-01,645.36,1,PayPal,East,1,8,1
2182,14064904,Headphones,Accessories,2022-04-01,464.66,3,Wire Transfer,North,0,12,4
2183,76845536,Laptop,Computers,2022-04-01,114.72,1,Cash,North,0,14,3
2184,94176528,Tablet,Tablets,2022-04-01,642.7,4,Wire Transfer,North,0,9,2
2185,83226170,Tablet,Tablets,2022-04-02,1323.67,1,Cash,East,0,1,2
2186,48879071,Laptop,Computers,2022-04-02,1879.69,2,Credit Card,South,0,13,2
2187,96155337,Monitor,Accessories,2022-04-02,1748.85,2,PayPal,East,0,5,1
2188,50546385,Tablet,Tablets,2022-04-02,1543.83,3,Cash,South,1,8,3
2189,74819756,Laptop,Computers,2022-04-02,1587.47,3,Credit Card,West,0,11,5
2190,42866956,Laptop,Computers,2022-04-02,1346.72,3,PayPal,North,0,14,2
2191,64504816,Headphones,Accessories,2022-04-02,557.56,3,Wire Transfer,South,0,2,3
2192,49920898,Smartphone,Phones,2022-04-02,1819.03,4,Cash,West,0,4,4
2193,70873663,Smartphone,Phones,2022-04-02,1357.93,4,Wire Transfer,East,0,7,1
2194,19794273,Smartwatch,Wearables,2022-04-02,1142.86,2,Credit Card,South,0,3,3
2195,18041391,Headphones,Accessories,2022-04-02,266.43,4,Credit Card,South,0,13,3
2196,31217198,Headphones,Accessories,2022-04-02,921.76,1,Wire Transfer,West,0,12,5
2197,69002851,Laptop,Computers,2022-04-02,947.7,2,Wire Transfer,West,0,5,3
2198,65783806,Headphones,Accessories,2022-04-02,1735.9,3,Cash,East,0,8,5
2199,74995086,Tablet,Tablets,2022-04-02,1115.96,3,Wire Transfer,East,0,12,1
2200,72336371,Tablet,Tablets,2022-04-02,791.78,4,Credit Card,East,0,10,1
2201,37383505,Tablet,Tablets,2022-04-02,1954.76,2,Credit Card,East,0,3,4
2202,55659873,Smartwatch,Wearables,2022-04-02,265.91,4,Credit Card,East,0,4,5
2203,91424562,Smartwatch,Wearables,2022-04-02,873.97,4,Cash,East,0,14,5
2204,29282885,Smartphone,Phones,2022-04-02,131.95,4,PayPal,East,0,9,2
2205,51954112,Tablet,Tablets,2022-04-02,1492.81,2,PayPal,South,0,14,2
2206,52857920,Headphones,Accessories,2022-04-02,1840.25,3,PayPal,South,0,14,4
2207,56354851,Smartphone,Phones,2022-04-02,596.07,1,Wire Transfer,South,0,7,1
2208,63514837,Tablet,Tablets,2022-04-02,1723.77,3,PayPal,North,0,1,2
2209,27551135,Smartwatch,Wearables,2022-04-03,619.83,2,Cash,West,0,14,3
2210,59733063,Smartwatch,Wearables,2022-04-03,1826.0,3,Wire Transfer,East,0,12,1
2211,79119463,Monitor,Accessories,2022-04-03,1520.23,3,Credit Card,East,0,4,3
2212,85383550,Monitor,Accessories,2022-04-03,1619.57,1,Credit Card,South,0,4,5
2213,24251766,Tablet,Tablets,2022-04-03,85.11,3,Wire Transfer,West,0,9,1
2214,52831009,Smartphone,Phones,2022-04-03,1927.48,3,Wire Transfer,South,0,6,4
2215,42445506,Smartwatch,Wearables,2022-04-03,1467.01,3,PayPal,West,0,9,5
2216,72608888,Smartwatch,Wearables,2022-04-03,644.26,4,Credit Card,East,0,12,5
2217,26444612,Laptop,Computers,2022-04-03,1667.32,2,PayPal,East,0,6,3
2218,45899440,Tablet,Tablets,2022-04-03,598.97,2,PayPal,East,0,6,5
2219,70343755,Smartphone,Phones,2022-04-03,1751.87,1,Cash,East,0,5,2
2220,43275109,Monitor,Accessories,2022-04-03,269.53,4,PayPal,North,0,5,1
2221,28908276,Tablet,Tablets,2022-04-03,1422.19,4,Credit Card,South,0,2,2
2222,22993840,Laptop,Computers,2022-04-03,1104.36,3,Credit Card,South,0,8,3
2223,16792127,Smartwatch,Wearables,2022-04-03,238.24,2,Credit Card,North,0,8,3
2224,48951595,Headphones,Accessories,2022-04-03,521.69,1,Credit Card,South,0,11,1
2225,61559717,Tablet,Tablets,2022-04-03,74.19,4,Cash,South,1,13,5
2226,92594562,Smartphone,Phones,2022-04-03,964.1,3,PayPal,East,0,1,4
2227,66121095,Laptop,Computers,2022-04-03,637.47,1,Credit Card,South,0,8,3
2228,43322272,Monitor,Accessories,2022-04-03,1216.8,4,Wire Transfer,West,0,5,1
2229,31434525,Tablet,Tablets,2022-04-03,629.61,1,Credit Card,West,0,2,4
2230,53947691,Laptop,Computers,2022-04-03,634.84,4,Wire Transfer,East,0,14,5
2231,87535841,Smartphone,Phones,2022-04-03,1499.23,1,Credit Card,West,0,2,3
2232,51971886,Smartwatch,Wearables,2022-04-03,143.88,4,Credit Card,East,0,14,1
2233,35479101,Smartwatch,Wearables,2022-04-04,1810.65,4,Wire Transfer,West,0,6,1
2234,31386576,Monitor,Accessories,2022-04-04,1711.91,1,Credit Card,West,0,11,1
2235,76876068,Monitor,Accessories,2022-04-04,1352.22,4,Wire Transfer,East,0,13,3
2236,79085198,Monitor,Accessories,2022-04-04,1206.78,4,Cash,West,0,9,4
2237,72654864,Smartphone,Phones,2022-04-04,1789.99,4,PayPal,West,0,1,1
2238,76942394,Monitor,Accessories,2022-04-04,411.39,1,Cash,South,0,12,5
2239,51411602,Tablet,Tablets,2022-04-04,203.99,1,Credit Card,East,0,6,1
2240,76755908,Smartphone,Phones,2022-04-04,517.04,4,Credit Card,East,1,9,4
2241,13110670,Smartwatch,Wearables,2022-04-04,1599.43,4,Wire Transfer,East,0,8,3
2242,22086184,Monitor,Accessories,2022-04-04,117.61,1,Wire Transfer,South,0,11,1
2243,62780072,Smartphone,Phones,2022-04-04,1186.47,3,Wire Transfer,South,0,6,1
2244,77839607,Smartphone,Phones,2022-04-04,1991.1,4,Credit Card,West,0,3,5
2245,71368457,Smartwatch,Wearables,2022-04-04,1718.61,3,Credit Card,East,0,8,5
2246,42310051,Headphones,Accessories,2022-04-04,1066.82,1,Credit Card,South,0,9,1
2247,38876195,Monitor,Accessories,2022-04-04,174.1,4,Cash,West,0,1,1
2248,88295121,Laptop,Computers,2022-04-04,1671.18,3,Credit Card,South,0,12,5
2249,57364777,Headphones,Accessories,2022-04-04,1218.01,1,Wire Transfer,South,0,9,4
2250,16530784,Smartwatch,Wearables,2022-04-04,274.12,3,Wire Transfer,North,1,14,2
2251,16783418,Headphones,Accessories,2022-04-04,233.02,2,Wire Transfer,East,0,6,2
2252,47763008,Tablet,Tablets,2022-04-04,1823.77,1,Wire Transfer,West,0,6,1
2253,76423575,Laptop,Computers,2022-04-04,1354.94,2,Cash,East,0,12,5
2254,90197611,Laptop,Computers,2022-04-04,1667.11,1,Credit Card,West,0,4,3
2255,97813295,Monitor,Accessories,2022-04-04,1764.01,1,Cash,South,0,1,3
2256,73161098,Laptop,Computers,2022-04-04,1164.96,4,Credit Card,West,0,10,2
2257,48352498,Headphones,Accessories,2022-04-05,1059.02,2,Credit Card,South,0,8,4
2258,82033413,Smartwatch,Wearables,2022-04-05,889.33,2,PayPal,East,1,2,2
2259,11097552,Smartphone,Phones,2022-04-05,668.05,2,Cash,South,0,12,1
2260,24428014,Smartwatch,Wearables,2022-04-05,897.46,1,Cash,South,0,1,4
2261,67838146,Laptop,Computers,2022-04-05,1559.07,2,Credit Card,North,0,2,3
2262,27976443,Tablet,Tablets,2022-04-05,1223.75,2,Cash,North,0,1,5
2263,45496951,Laptop,Computers,2022-04-05,1790.42,4,PayPal,North,0,1,5
2264,59093843,Smartphone,Phones,2022-04-05,914.59,3,Credit Card,South,0,9,1
2265,64123845,Tablet,Tablets,2022-04-05,1233.82,3,Cash,North,0,13,2
2266,59115280,Smartphone,Phones,2022-04-05,1281.05,2,Cash,North,0,14,1
2267,16072331,Headphones,Accessories,2022-04-05,1203.81,2,Wire Transfer,West,0,1,5
2268,63765155,Laptop,Computers,2022-04-05,1420.14,2,Credit Card,East,0,13,3
2269,16866268,Tablet,Tablets,2022-04-05,513.0,2,Wire Transfer,West,0,4,5
2270,86541906,Laptop,Computers,2022-04-05,1049.11,3,Cash,South,0,10,4
2271,85405783,Tablet,Tablets,2022-04-05,253.24,4,Cash,South,0,6,5
2272,36126192,Monitor,Accessories,2022-04-05,799.8,1,Cash,East,0,7,5
2273,58657117,Laptop,Computers,2022-04-05,1000.95,2,Credit Card,East,0,2,4
2274,84252324,Laptop,Computers,2022-04-05,1321.84,2,Cash,South,0,6,2
2275,48735464,Monitor,Accessories,2022-04-05,1903.54,3,PayPal,North,0,7,5
2276,19869264,Headphones,Accessories,2022-04-05,1221.27,2,Wire Transfer,West,0,10,1
2277,61854861,Smartwatch,Wearables,2022-04-05,1500.01,4,Cash,North,0,14,5
2278,77680031,Monitor,Accessories,2022-04-05,1037.22,4,Cash,South,0,10,1
2279,70445541,Smartwatch,Wearables,2022-04-05,1286.5,2,Wire Transfer,South,0,2,4
2280,83800569,Monitor,Accessories,2022-04-05,188.32,3,PayPal,South,0,2,5
2281,47543473,Headphones,Accessories,2022-04-06,546.06,2,Wire Transfer,West,0,10,4
2282,93650068,Laptop,Computers,2022-04-06,755.61,2,PayPal,North,0,7,4
2283,92012822,Headphones,Accessories,2022-04-06,971.36,3,Cash,North,0,12,2
2284,25946545,Tablet,Tablets,2022-04-06,139.02,4,PayPal,South,0,1,5
2285,27268907,Monitor,Accessories,2022-04-06,323.05,1,Wire Transfer,North,0,8,1
2286,22976369,Smartphone,Phones,2022-04-06,589.79,2,Cash,North,0,11,1
2287,62868861,Laptop,Computers,2022-04-06,1944.49,4,Cash,South,0,13,5
2288,60089832,Monitor,Accessories,2022-04-06,696.13,2,Wire Transfer,North,0,3,2
2289,55511258,Smartphone,Phones,2022-04-06,989.98,1,Credit Card,East,0,11,2
2290,84870921,Headphones,Accessories,2022-04-06,432.39,3,Cash,North,0,6,2
2291,59070856,Tablet,Tablets,2022-04-06,1241.02,4,PayPal,West,0,9,1
2292,29363237,Tablet,Tablets,2022-04-06,597.33,1,PayPal,South,0,6,4
2293,36717096,Monitor,Accessories,2022-04-06,453.64,2,Credit Card,South,0,9,2
2294,90861208,Monitor,Accessories,2022-04-06,1057.32,1,Credit Card,South,0,7,1
2295,78333267,Monitor,Accessories,2022-04-06,60.74,4,PayPal,West,0,9,1
2296,63873262,Smartwatch,Wearables,2022-04-06,64.94,3,Credit Card,East,0,2,4
2297,77119320,Smartphone,Phones,2022-04-06,477.18,2,Wire Transfer,North,0,12,5
2298,15402922,Tablet,Tablets,2022-04-06,121.61,3,Cash,South,0,8,5
2299,16080513,Monitor,Accessories,2022-04-06,260.65,3,PayPal,South,0,8,2
2300,15222944,Headphones,Accessories,2022-04-06,710.78,1,Wire Transfer,South,0,2,2
2301,28392710,Laptop,Computers,2022-04-06,1615.04,1,PayPal,South,0,12,4
2302,54699966,Headphones,Accessories,2022-04-06,1165.49,4,Cash,West,0,14,2
2303,73584863,Smartphone,Phones,2022-04-06,1049.7,4,Wire Transfer,North,0,4,4
2304,79703656,Tablet,Tablets,2022-04-06,622.3,3,Credit Card,East,0,14,1
2305,71335966,Smartphone,Phones,2022-04-07,1866.92,4,Credit Card,North,0,11,2
2306,29990477,Smartphone,Phones,2022-04-07,824.18,3,Credit Card,North,0,7,1
2307,91370909,Smartphone,Phones,2022-04-07,219.83,2,PayPal,North,0,11,3
2308,79190008,Monitor,Accessories,2022-04-07,1253.28,3,PayPal,West,0,4,4
2309,28761086,Tablet,Tablets,2022-04-07,271.98,4,Wire Transfer,North,0,4,3
2310,54018830,Smartphone,Phones,2022-04-07,723.19,4,Wire Transfer,West,0,6,2
2311,92284610,Headphones,Accessories,2022-04-07,1039.45,3,Cash,East,0,10,1
2312,52752377,Monitor,Accessories,2022-04-07,1754.73,1,PayPal,West,0,6,2
2313,31810655,Laptop,Computers,2022-04-07,1012.42,3,Cash,South,0,10,3
2314,62741471,Smartwatch,Wearables,2022-04-07,1419.4,3,Credit Card,South,0,3,2
2315,92745294,Headphones,Accessories,2022-04-07,1985.99,1,Credit Card,South,0,9,5
2316,50162553,Smartwatch,Wearables,2022-04-07,306.4,2,Wire Transfer,West,0,12,3
2317,89688374,Headphones,Accessories,2022-04-07,585.73,1,Cash,East,0,10,2
2318,55147280,Tablet,Tablets,2022-04-07,819.42,4,Wire Transfer,East,0,14,1
2319,78090664,Tablet,Tablets,2022-04-07,872.56,1,PayPal,East,0,11,2
2320,78412668,Tablet,Tablets,2022-04-07,851.49,4,PayPal,East,0,2,1
2321,81449442,Monitor,Accessories,2022-04-07,1819.84,4,Cash,West,0,6,5
2322,75746104,Tablet,Tablets,2022-04-07,1442.36,3,Wire Transfer,North,0,12,2
2323,85554415,Monitor,Accessories,2022-04-07,1235.42,3,PayPal,West,0,7,5
2324,50237208,Laptop,Computers,2022-04-07,653.28,2,Cash,South,0,12,3
2325,73739005,Headphones,Accessories,2022-04-07,1656.39,4,Credit Card,South,0,13,1
2326,12232974,Laptop,Computers,2022-04-07,1912.37,3,Cash,East,0,9,3
2327,59440148,Laptop,Computers,2022-04-07,1651.34,4,Wire Transfer,North,0,13,1
2328,54458225,Monitor,Accessories,2022-04-07,53.05,2,Credit Card,South,0,3,5
2329,24710878,Headphones,Accessories,2022-04-08,1290.98,4,Cash,West,0,10,4
2330,65907088,Smartwatch,Wearables,2022-04-08,149.71,2,Credit Card,South,0,3,2
2331,88343175,Tablet,Tablets,2022-04-08,552.33,2,PayPal,East,0,7,5
2332,51295819,Smartwatch,Wearables,2022-04-08,166.07,2,Credit Card,South,0,14,1
2333,94457912,Monitor,Accessories,2022-04-08,1227.4,3,Wire Transfer,North,0,4,1
2334,13576520,Monitor,Accessories,2022-04-08,1388.85,1,Wire Transfer,North,0,13,1
2335,90115852,Laptop,Computers,2022-04-08,273.25,1,Cash,South,0,8,1
2336,73698420,Monitor,Accessories,2022-04-08,798.49,3,PayPal,East,1,13,2
2337,45638891,Laptop,Computers,2022-04-08,939.66,4,Cash,West,0,7,3
2338,97991930,Headphones,Accessories,2022-04-08,769.65,3,Credit Card,North,0,5,4
2339,87641510,Tablet,Tablets,2022-04-08,286.0,4,Credit Card,East,0,7,2
2340,87528776,Headphones,Accessories,2022-04-08,866.95,2,PayPal,West,0,3,1
2341,40540334,Smartwatch,Wearables,2022-04-08,1514.8,3,Cash,South,0,12,2
2342,16892773,Monitor,Accessories,2022-04-08,188.46,1,Credit Card,West,0,2,5
2343,88319168,Laptop,Computers,2022-04-08,206.35,4,Cash,North,0,6,1
2344,74484744,Smartphone,Phones,2022-04-08,741.8,3,Credit Card,West,0,2,4
2345,32885741,Monitor,Accessories,2022-04-08,1886.37,3,PayPal,West,0,3,1
2346,80361272,Laptop,Computers,2022-04-08,1353.72,4,Credit Card,North,0,6,4
2347,94426338,Smartwatch,Wearables,2022-04-08,1373.41,2,Cash,West,0,5,4
2348,93179531,Headphones,Accessories,2022-04-08,755.74,2,Credit Card,West,0,8,3
2349,61028283,Smartwatch,Wearables,2022-04-08,1207.64,2,Wire Transfer,West,0,9,3
2350,29834119,Headphones,Accessories,2022-04-08,69.76,2,Cash,North,0,11,2
2351,42507072,Monitor,Accessories,2022-04-08,1290.39,4,PayPal,East,0,3,2
2352,14237322,Laptop,Computers,2022-04-08,1830.91,1,Wire Transfer,West,0,12,4
2353,86849080,Smartwatch,Wearables,2022-04-09,1244.52,3,PayPal,East,0,10,1
2354,24749927,Smartwatch,Wearables,2022-04-09,1753.71,3,PayPal,South,0,3,5
2355,35606639,Headphones,Accessories,2022-04-09,1461.75,2,PayPal,West,0,3,5
2356,12541730,Headphones,Accessories,2022-04-09,285.09,4,PayPal,West,0,13,1
2357,69195194,Smartwatch,Wearables,2022-04-09,1809.78,1,PayPal,East,0,13,1
